id,material_name,video_url
1326973,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-9：16-新形式-0301-03,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435878265_9avda8.mp4
1326974,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-9：16-新形式-0301-04,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435879109_8jxcfd.mp4
1326975,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-9：16-新形式-0301-05,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435880144_fn69ws.mp4
1326978,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-9：16-原剧情-0301-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435882356_yb83wl.mp4
1326981,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-混剪-0301-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435888997_pm0hm2.mp4
1326983,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-新形式-0301-03,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435897118_t12rz5.mp4
1326984,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-新形式-0301-04,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435898052_grb7gb.mp4
1326985,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-混剪-0301-02,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435889896_cnfdm2.mp4
1326987,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-新形式-0301-05,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435899922_pq7ww5.mp4
1326990,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-1：1-混剪-0301-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435903896_ojk5qj.mp4
1326991,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-moloco-视频-16：9-原剧情-0301-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772435901990_9h0914.mp4
1327146,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-自主s女二-0302-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772439552533_6ey1cx.mp4
1327228,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-搂着进自主-0302-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772440645295_svyipt.mp4
1327229,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-承认自主-0302-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772440645296_7ex3iy.mp4
1327230,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-借宿自主-0302-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772440645295_eoogbo.mp4
1327231,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-开门-0302-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772440645294_2aejr6.mp4
1327754,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-知道我是谁-0302-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448162989_33ozu5.mp4
1327755,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-办公室-0302-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448162979_hsng1f.mp4
1327756,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-解说-擦边-0302-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448162996_ir51d0.mp4
1327757,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-转椅子后-0302-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448162992_xo0lbm.mp4
1327758,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-我是-0302-5,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448162986_k875jx.mp4
1327759,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-转椅子后-0302-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448259836_to571x.mp4
1327760,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-知道我是谁-0302-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448259835_pq23qc.mp4
1327761,BJ-sly-xd-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-混剪-我是-0302-5,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260302/oss_web/1772448259834_04yy62.mp4
1328086,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-女主开门-0303-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772505190586_o4et4n.mp4
1328087,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-公共浴室杀人事件-0303-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772505190585_qiu0gk.mp4
1328088,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-男主开门-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772505190584_sfepbi.mp4
1328089,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-再次登场-0303-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772505190586_g0pobb.mp4
1328117,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-解说-自主吸血鬼学校-0302-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772506963617_sos7qs.mp4
1328118,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-自主发现-0302-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772506963613_t3c6xf.mp4
1328119,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-自主控制-0302-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772506963616_z4m4kg.mp4
1328229,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-撞见自主-0303-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509223575_xbo8ek.mp4
1328230,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-登场自主-0303-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509223578_l20xnr.mp4
1328231,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-上药自主-0303-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509223577_vdj72r.mp4
1328232,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-做梦自主-0303-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509223576_n2tiq5.mp4
1328236,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-击剑练习-0303-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509296224_g85izv.mp4
1328237,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-mate-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509296226_q9k76j.mp4
1328238,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-激发特异-0303-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509296226_y1850v.mp4
1328239,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-mate闪回-0303-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509296227_ozxlqn.mp4
1328246,BJ-zx-tgz-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-脱衣-0303-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509770956_khwfa8.mp4
1328247,BJ-zx-tgz-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-在一起-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509770957_te2j9n.mp4
1328248,BJ-zx-tgz-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-推门撞见-0303-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509770957_4622hy.mp4
1328249,BJ-zx-tgz-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-开门肌肉-0303-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772509770957_l3pgjn.mp4
1328294,BJ-yy-llz-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-混剪-自主-0303-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772510180173_lq2ype.mp4
1328295,BJ-yy-llz-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-混剪-自主-0303-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772510180174_mcnzav.mp4
1328296,BJ-yy-llz-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-混剪-自主-0303-5,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772510180174_gnv63o.mp4
1328297,BJ-yy-llz-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-混剪-自主入侵-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772510180174_vs8ws8.mp4
1328298,BJ-yy-llz-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-新形式-自主融合-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772510180174_9z6spq.mp4
1328844,BJ-csh-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-解说-跳水-AI生成-0303-05,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772530813699_n5kvtt.mp4
1328845,BJ-csh-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-解说-自己来-0303-02,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772530813700_e3jfa6.mp4
1328846,BJ-csh-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-解说-喝牛奶-0303-03,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772530813698_q2yc3v.mp4
1329026,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-自主擦边-0303-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772533731287_pkvfoz.mp4
1329027,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-擦擦-0303-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772533731286_beht3x.mp4
1329028,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-解说-出场-0303-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772533731285_gupz47.mp4
1329029,BJ-yzt-zq-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-原剧情-撞见-0303-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260303/oss_web/1772533731287_e0dogq.mp4
1329093,"DX-gxy-zy-SP-My DA Daddy, Save My Mommy!-新剧-FB TT-解说-0303-01","https://hwmat-enc.ikyuedu.com/encode/zhuyu01@dianzhong.com/files/upload_folder/111/0303/DX-gxy-zy-SP-My DA Daddy, Save My Mommy!-新剧-FB TT-解说-0303-01.mp4"
1329459,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-相爱千年-0304-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772590765525_q9bl7p.mp4
1329460,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-新形式-想要王子-0304-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772590765525_j0wlr4.mp4
1329461,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-相爱开门-0304-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772590765525_3jgybg.mp4
1329462,BJ-yy-fmm-EN-Love and Bloodlust at Vampire Academy(英语）-迭代-FB-视频-测试-混剪-暮光之城-0304-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772590765524_jcvy1h.mp4
1329474,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-预告-0304-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772593803221_9y7lgt.mp4
1329475,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-登场-0304-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772593803220_plgz4d.mp4
1329476,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-被发现-0304-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772593803218_r9wgj1.mp4
1329477,BJ-yzt-xd-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-手环-0304-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772593803221_p16lu0.mp4
1329500,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-1,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772595910938_d6c70y.mp4
1329501,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-6,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772595910941_nl4e7j.mp4
1329502,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-3,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772595910939_kirb44.mp4
1329504,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-2,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772595910940_3j11wi.mp4
1329505,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-5,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772595949239_eqqwtg.mp4
1329568,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-碰手自主-0304-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772600699988_3pei2k.mp4
1329569,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-出场自主-0304-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772600699987_2zb46x.mp4
1329570,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-新形式-开门自主-0304-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772600699988_jj6c6i.mp4
1329571,BJ-yy-zwy-EN-Love and Bloodlust at Vampire Academy-迭代-FB-视频-混剪-偷听自主-0304-01,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772600699986_vbcoh2.mp4
1329825,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-视频-视频-混剪-0304-4,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772609645549_2u8wsv.mp4
1329826,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-AI生成-0304-7,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772609699205_pvlyqe.mp4
1329827,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-AI生成-0304-8,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772609699206_ob16c4.mp4
1329828,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-AI生成-0304-10,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772609699204_5tu96q.mp4
1329829,BJ-aq-wxh-SP-Watch Out! I Call the Final Shots-新剧-FB-解说-0304-9,https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260304/oss_web/1772609744497_1bc39o.mp4
1329879,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (1),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (1).mp4
1329880,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (2),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (2).mp4
1329881,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (3),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-原剧情-0304 (3).mp4
1329882,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-新形式-0304 (1),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-新形式-0304 (1).mp4
1329883,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-新形式-0304 (2),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-新形式-0304 (2).mp4
1329884,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-0304 (2),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-0304 (2).mp4
1329885,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-0304 (3),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-0304 (3).mp4
1329886,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-AI生成-0304 (1),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-混剪-AI生成-0304 (1).mp4
1329887,BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-解说-0304 (1),https://hwmat-enc.ikyuedu.com/encode/songtf@dianzhong.com/files/upload_folder/3月/3.4/Watch Out! I Call the Final Shots-法语/BJ-cy-stf-FR-短剧-Watch Out! I Call the Final Shots-新剧-FBTT-视频-解说-0304 (1).mp4
