"id"|"material_name"|"video_url"
1313387|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-新剧-FB-视频-测试-新形式-求婚-0206-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770341570748_3dndkv.mp4
1313388|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-新剧-FB-视频-测试-混剪-自主-0206-5|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770341973860_dm9hh0.mp4
1313764|BJ-yzt-wxy-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-混剪-塞钱-0206-4|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770357428983_l5soy3.mp4
1314725|BJ-sly-xd-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-混剪-激活系统-0203-4|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770371694538_96v2eg.mp4
1315285|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-自主塞钱-0208-2|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260208/oss_web/1770519415724_1r56hz.mp4
1315318|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-迭代-FB-视频-新形式-自主-0208-4|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260208/oss_web/1770531309967_hn4sk4.mp4
1315527|BJ-hyy-zwy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-我丈夫-0209-02|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770607771795_8hyx19.mp4
1315873|BJ-hyy-zwy-EN-Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-上台-AI生成-0209-02|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770621194820_lnhq4g.mp4
1315880|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-迭代-FB-视频-新形式-自主-0209-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770621804248_nojtma.mp4
1315881|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-迭代-FB-视频-混剪-自主-0209-5|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260209/oss_web/1770621804249_pmlo1l.mp4
1317754|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-迭代-FB-视频-新形式-红点-自主-0210-02|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260210/oss_web/1770714871018_e7c50w.mp4
1313389|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-新剧-FB-视频-测试-混剪-自主-0206-4|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770341973863_03ilwz.mp4
1313390|BJ-hyy-llz-EN-Watch Out! I Call the Final Shots(英语-新剧-FB-视频-测试-混剪-自主-0206-6|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770341973862_99x2p8.mp4
1313713|BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-新剧-FB-视频-新形式-测试-转椅子-0207-02|https://hwmat-enc.ikyuedu.com/encode/panzy@dianzhong.com/files/upload_folder/2026年/2026-02/20260208 Watch Out! I Call the Final Shots/BJ-hyy-pzy-EN- Watch Out! I Call the Final Shots-新剧-FB-视频-新形式-测试-转椅子-0207-02.mp4
1313750|BJ-sly-sy-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-混剪-将军来了-0207-6|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770356612179_ad4dqa.mp4
1313763|BJ-yzt-wxy-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-解说-测试-AI生成-古典解说-0206-1|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770357288696_gkpdh8.mp4
1313851|BJ-hyy-zwy-EN-Watch Out! I Call the Final Shots-新剧-FB-视频-新形式-测试-转椅子-0206-01|https://hwmat-enc.ikyuedu.com/encode/onl/market/material/video/20260206/oss_web/1770360326653_s8ti85.mp4
